txn_id,merchant_id,buyer_id,device_id,ip_id,instrument_id,settlement_account,registration_ip,amount_inr,status,timestamp,is_ring_gt,ring_id_gt
txn_645477bd78,mer_bad51245c9,buy_d6bb1ce735,dev_2057168dae,ip_285d6ccce7,pi_982702f6b2,acct_453c3b4dac,regip_dafd9c3f14,568.54,success,2026-06-18T17:32:00,False,
txn_c979d0e3a3,mer_1155ec0968,buy_e208456f9b,dev_2996648495,ip_226f0b0fd0,pi_ca0348af14,acct_6bec5fb1cb,regip_a313831414,1474.4,success,2026-06-18T17:36:00,False,
txn_6b5f8f0152,mer_68d4c503dc,buy_af0e03f2fe,dev_1092b7f55d,ip_f9f280ae9b,pi_e12b94eb38,acct_e62cf8ba64,regip_90aaba00d8,1372.94,success,2026-06-18T17:39:00,False,
txn_735d6b32ff,mer_dec36185e1,buy_4935471fd6,dev_4fe886a522,ip_13a80c84f1,pi_30dd96daca,acct_de81347105,regip_94b81a986e,258.56,success,2026-06-18T17:47:00,False,
txn_d795e422ac,mer_b7d1d38277,buy_3e2823f157,dev_806169682d,ip_03927e780a,pi_042fc290a7,acct_8033e38691,regip_04fe7f0aeb,443.52,success,2026-06-18T17:59:00,False,
txn_e92b2314f9,mer_e0f5510bf2,buy_fab5c7f5d9,dev_b14ddcae73,ip_41277de8ec,pi_34712cd75e,acct_cadcca984d,regip_1595d2c5e5,1345.57,success,2026-06-18T18:01:00,False,
txn_d29fd5eb97,mer_7fd97613c8,buy_57e9f0952c,dev_2f95cff24e,ip_5ef2dfdbfa,pi_022260e54b,acct_d867ca8a54,regip_f3dde166d2,871.55,success,2026-06-18T18:24:00,False,
txn_cb9f00efaf,mer_6292ec5b67,buy_bd0eb839d4,dev_05fee7fe10,ip_2a9d412373,pi_2350fbc7f8,acct_841111a403,regip_ea3b1093a8,2071.72,success,2026-06-18T18:28:00,False,
txn_eaf1986bf5,mer_7f4e197b54,buy_219860b489,dev_901bf22f9e,ip_edfcb28bd1,pi_22eed1cdc2,acct_2e8049ab3a,regip_876a8908fd,1397.96,success,2026-06-18T18:30:00,False,
txn_dcff20f0b9,mer_555e62daa6,buy_229a77b395,dev_a4fd7bfb25,ip_72e91f2a79,pi_909782cd2b,acct_78776f212b,regip_bc011da120,1110.94,success,2026-06-18T18:37:00,False,
txn_2da072744c,mer_135722873d,buy_71f7bbce54,dev_c99ba1ee63,ip_349ce964cd,pi_37b8c59932,acct_9fe8898d98,regip_08e2623268,696.9,success,2026-06-18T18:43:00,False,
txn_5b393a3db1,mer_78930ee2b7,buy_e3628c8770,dev_7ca8475452,ip_c96f2e048a,pi_a1b09b9c3a,acct_eb1c0f9251,regip_3558e5e29e,839.12,success,2026-06-18T18:49:00,False,
txn_1b6c0b942f,mer_78a1ec3eb7,buy_595f1dad62,dev_9a368e056b,ip_29ab391b16,pi_9a586dec0c,acct_5af5bf1bb0,regip_f6e66d600b,1583.12,success,2026-06-18T18:57:00,False,
txn_4067fc3d45,mer_aa99dbcf79,buy_5cb61eee97,dev_ea882fbc35,ip_5569247e43,pi_9eb1fea080,acct_f99b8dffa6,regip_86877a92bc,629.34,success,2026-06-18T18:59:00,False,
txn_9649407a5e,mer_8b9707b4e4,buy_36818faeeb,dev_80591d0e26,ip_1930ee94f8,pi_9ff6be652d,acct_3dbe4019b5,regip_79b97e854d,721.27,success,2026-06-18T19:38:00,False,
txn_7432b2de6f,mer_2eefdcd085,buy_05226cb17f,dev_c9ad868829,ip_18c355cd0d,pi_9916d9098e,acct_b045cbcf62,regip_bc1e5be245,911.55,success,2026-06-18T19:41:00,False,
txn_b16f47a218,mer_5bb7aec3fd,buy_217b305401,dev_784830a66d,ip_098a4e9051,pi_b923be82a4,acct_1a1fff4f2d,regip_5f9f0215db,1389.4,success,2026-06-18T19:48:00,False,
txn_8067dfcfcc,mer_be5b87bf0f,buy_cea3c34ae1,dev_597aa0a87f,ip_44c4e15f50,pi_284b870397,acct_a37811149c,regip_63d6fa3f57,594.94,success,2026-06-18T20:06:00,False,
txn_b893baf3f8,mer_5ac14b97f6,buy_47ff0f8358,dev_f5286b5a80,ip_c0dfd4a650,pi_eb0717862b,acct_189b9722b2,regip_00ae61100a,469.57,success,2026-06-18T20:16:00,False,
txn_bb243c8bae,mer_03c0fd3afa,buy_93444c579a,dev_710bc4cb24,ip_6112b434e4,pi_5f57ba49e6,acct_5ac4154cb7,regip_8d0d622852,514.67,success,2026-06-18T20:17:00,False,
txn_28484ed560,mer_1a120cef55,buy_7ad66f159a,dev_c38dcf058d,ip_71f07a29f1,pi_444c5734dd,acct_7b4af6eecd,regip_6bf3d51613,4082.51,success,2026-06-18T20:27:00,False,
txn_a5d6766df3,mer_60b6d93435,buy_75d9d805d6,dev_a663060604,ip_7ce98b1f86,pi_084d0f0605,acct_9f9cb13748,regip_3b79eca2df,568.56,failed,2026-06-18T20:32:00,False,
txn_e412a84d55,mer_0a2cac35d2,buy_3e1fef1530,dev_e536f6075d,ip_b89af2da52,pi_bdb07b4794,acct_616967a1b2,regip_a754705558,403.04,success,2026-06-18T20:48:00,False,
txn_cf64da4a37,mer_873f7f6a15,buy_1227047314,dev_80b6658fc2,ip_3325881d1d,pi_983bf3cc6b,acct_e6db8a0000,regip_450c317f96,1363.83,success,2026-06-18T20:51:00,False,
txn_f4ef7dccde,mer_b804c1a638,buy_4c7ba273d4,dev_4ca0373e9a,ip_7dcd083e32,pi_25a300670b,acct_a8a9da3884,regip_ce13b4b02a,984.05,success,2026-06-18T20:52:00,False,
txn_b590f12faa,mer_54b313eda1,buy_370c050ffc,dev_f904373161,ip_6892ee3aa0,pi_2bf64e2045,acct_26afb4a28d,regip_95fe81483c,1106.44,success,2026-06-18T20:55:00,False,
txn_c75f8732a1,mer_920613596a,buy_a5eed429d1,dev_4fd6e415bd,ip_0ff78f2200,pi_95a0aac41b,acct_fbc70d639b,regip_d6530cbe2f,971.98,success,2026-06-18T21:01:00,False,
txn_cbd39bc0de,mer_9739c554d7,buy_df48ae75ef,dev_55a5b302b5,ip_101d58d237,pi_c1ab3a7eff,acct_3f4133c0da,regip_10afd7aeae,1752.65,failed,2026-06-18T21:06:00,False,
txn_8201f15e9b,mer_5608621c44,buy_5cbe7661ba,dev_ed2cf6b6d1,ip_6e6df7a0df,pi_80973dcd1e,acct_713ceb494e,regip_d6bb0e4c42,729.88,success,2026-06-18T21:16:00,False,
txn_d6f8f2d4e4,mer_dc722c2852,buy_7ad16e403c,dev_432e0fcbcf,ip_a4b030b265,pi_42146c2e61,acct_5ad96d149e,regip_129dd51bd9,637.84,success,2026-06-18T21:41:00,False,
txn_9cb08f7210,mer_18500b4076,buy_1cfc6cfb6b,dev_3e3d14b59f,ip_0bd0217c37,pi_340b023787,acct_9bba8ad920,regip_a27210aa46,202.31,success,2026-06-18T22:04:00,False,
txn_1be66a026b,mer_de21e1a4c6,buy_843900fb5d,dev_4245ba3fb5,ip_705dab54ff,pi_d424f31e61,acct_77855cb9fa,regip_723d2f25ad,1680.03,success,2026-06-18T22:24:00,False,
txn_37dbc85ffa,mer_1ed7141f19,buy_528ef9a1fe,dev_580560938a,ip_4eb4162fa1,pi_a3b3259f82,acct_e374932b71,regip_3596b6356e,515.55,success,2026-06-18T22:35:00,False,
txn_169d0d22f2,mer_135722873d,buy_4a3f999c3a,dev_bde9b62c9e,ip_6907b6270b,pi_05b753d5f7,acct_9fe8898d98,regip_08e2623268,331.9,success,2026-06-18T22:41:00,False,
txn_f93fdaa01b,mer_b7d1d38277,buy_2eb79a9315,dev_b7a9a86981,ip_59ea254fd3,pi_963c1c2247,acct_8033e38691,regip_04fe7f0aeb,216.87,refunded,2026-06-18T22:54:00,False,
txn_417cfaa5ed,mer_2abf277b92,buy_1018fc3832,dev_e805be11d0,ip_a21fdbbd3e,pi_9099e5c7de,acct_42b59ca7ca,regip_31a5f6c9ca,336.51,success,2026-06-18T22:55:00,False,
txn_f7464a5018,mer_dc722c2852,buy_7ad66f159a,dev_c38dcf058d,ip_71f07a29f1,pi_444c5734dd,acct_5ad96d149e,regip_129dd51bd9,1288.15,success,2026-06-18T23:25:00,False,
txn_02f0f56997,mer_8b9707b4e4,buy_9bd75c8f29,dev_873e89af76,ip_9a951bb854,pi_8006bf9e95,acct_3dbe4019b5,regip_79b97e854d,244.28,success,2026-06-18T23:36:00,False,
txn_c0cc53dea2,mer_37132bb3e2,buy_06094a8bb8,dev_c70baaca87,ip_a027ec9f39,pi_d803655f2d,acct_8e81ea31d3,regip_28ec8b8901,924.6,success,2026-06-19T00:09:00,False,
txn_6df8671dec,mer_007aa3985c,buy_293af48c96,dev_4a3186a296,ip_ac4fcd9a5b,pi_5c5c9ae7b9,acct_7c8f38d29e,regip_f3aeeff2c2,640.46,success,2026-06-19T00:09:00,False,
txn_e7a63cc4f0,mer_135722873d,buy_dd52f68cbe,dev_bdebc0eac2,ip_40d1d05128,pi_aabe7fbfd2,acct_9fe8898d98,regip_08e2623268,575.49,success,2026-06-19T00:24:00,False,
txn_d027e4b8bb,mer_58548940d1,buy_1f986036c0,dev_07804e4821,ip_e7faf45355,pi_7a99d1b977,acct_8412fb62f7,regip_b66de795ea,891.07,success,2026-06-19T00:45:00,False,
txn_9777b16fb1,mer_b07e51f409,buy_eb64fc42b0,dev_a6814d6494,ip_5807bc2fcc,pi_ee1469f0d2,acct_d25bea98d2,regip_730e8a0c79,1355.24,success,2026-06-19T00:52:00,False,
txn_d52e9db03d,mer_f007b7f723,buy_fb197226dc,dev_cea11b230a,ip_1c6467a0d1,pi_e5f04c0a83,acct_86b741c299,regip_46a431b3d6,1061.85,refunded,2026-06-19T01:05:00,False,
txn_1807f0f65f,mer_114d446103,buy_954082f3c2,dev_1872cab3af,ip_44a74e8dd0,pi_8ed28e3e68,acct_af57a72d2f,regip_6c2759f903,4422.53,success,2026-06-19T01:05:00,False,
txn_a39db27b6a,mer_7636c42df1,buy_2baff53395,dev_5093dbfd59,ip_7eacd76a51,pi_7ae36743ce,acct_32f3db400a,regip_1b6cf1b178,501.85,success,2026-06-19T01:12:00,False,
txn_2e59db307c,mer_1de11dce75,buy_ec36282267,dev_4288e5628a,ip_1361fd4883,pi_dae5f7c17a,acct_04dc9c2e31,regip_614ec851c1,71.67,success,2026-06-19T01:16:00,False,
txn_22502040b4,mer_c1c3172129,buy_a9e2c469b3,dev_174258bf95,ip_bf9b20f91c,pi_dc11b31412,acct_4f5528afb7,regip_442940e27d,129.67,success,2026-06-19T01:17:00,False,
txn_67651bcddc,mer_41b58f93ae,buy_63664498f0,dev_87aa2d9038,ip_e8c9dc6eeb,pi_f1f5f9701c,acct_fbee262a32,regip_25eec447fd,588.95,success,2026-06-19T01:24:00,False,
txn_95ad9e9054,mer_a3f5ad5cfa,buy_68a4e69319,dev_adc0058a37,ip_a92da9a1c7,pi_6f774f6db7,acct_a940290610,regip_b9cd66f13d,214.72,success,2026-06-19T01:30:00,False,
txn_462eaba8e1,mer_145925480c,buy_97b9356f4b,dev_1cfbc73e8a,ip_4cd2a990b1,pi_70e9dcd725,acct_f264643009,regip_e873934256,1397.53,success,2026-06-19T01:38:00,False,
txn_6ca58d4d31,mer_dfef18b8b0,buy_197fa04256,dev_d8969e620c,ip_3adc31a987,pi_013a7b42e7,acct_017823ad81,regip_62ce2e717f,534.96,success,2026-06-19T01:39:00,False,
txn_35cc45a4b3,mer_d121e97e58,buy_0e0c6a49d1,dev_e5e8ee4859,ip_fa15504fc7,pi_6dac982742,acct_5a65cac77a,regip_88ae80ccf1,3261.06,success,2026-06-19T01:47:00,False,
txn_1347fff52a,mer_8683b6e587,buy_c1cdf45baa,dev_b1ff7ddd1d,ip_b95484becf,pi_ac8ca0e919,acct_aeee834f8a,regip_10662381d5,920.2,success,2026-06-19T01:54:00,False,
txn_c5bf0d3179,mer_c4b6b9f174,buy_637d125f58,dev_717ca027a6,ip_48b4753181,pi_423e122813,acct_ef51dc2a30,regip_4271266ab2,738.75,success,2026-06-19T01:54:00,False,
txn_89560df3cc,mer_555e62daa6,buy_e348781fee,dev_2621dc0588,ip_9392596b0f,pi_9a8ae63c8f,acct_78776f212b,regip_bc011da120,966.4,success,2026-06-19T01:58:00,False,
txn_11f94716a6,mer_20760985c4,buy_cad5206b81,dev_7f5eff05f1,ip_f64b92732e,pi_4284220795,acct_d67dc58cd9,regip_26dfa7df8a,880.72,success,2026-06-19T02:01:00,False,
txn_75fe5511b3,mer_52ddd51cdc,buy_86113bb9db,dev_2cc83d46cc,ip_16ed1df39f,pi_f0c2bfb6e1,acct_12eacfacc2,regip_5abd457b66,1177.18,success,2026-06-19T02:07:00,False,
txn_a1f8931fac,mer_873f7f6a15,buy_cb1665290b,dev_08352678b3,ip_48b79a75d4,pi_f23cdd3ff6,acct_e6db8a0000,regip_450c317f96,560.45,success,2026-06-19T02:17:00,False,
txn_7314eea34c,mer_1a120cef55,buy_853a8e77d1,dev_4703cb0680,ip_1b4517a997,pi_580c47294c,acct_7b4af6eecd,regip_6bf3d51613,423.36,success,2026-06-19T02:27:00,False,
txn_604e418fb3,mer_f5774a885d,buy_ee64191f64,dev_c2f0fd8c70,ip_6aafaa6667,pi_a0ff8ce048,acct_0e4f9454fd,regip_c7422164cd,726.59,success,2026-06-19T03:43:00,False,
txn_9bcfa73171,mer_d7b686ad8a,buy_f16fee8719,dev_e2256f9139,ip_05e95dea1d,pi_a3e6aa2199,acct_976b46fbf9,regip_675a503d6d,784.3,success,2026-06-19T04:19:00,False,
txn_f3d42b4560,mer_aa99dbcf79,buy_da904a0db8,dev_314a595d2b,ip_db26465e28,pi_fb412d4cdb,acct_f99b8dffa6,regip_86877a92bc,124.93,success,2026-06-19T04:47:00,False,
txn_48e4213725,mer_020aabaca4,buy_6c1c2ad078,dev_9cc186d5b4,ip_802ceaff00,pi_fba9168001,acct_a0ea98fd02,regip_db8a5bdce2,344.43,success,2026-06-19T04:51:00,False,
txn_3c1f3f2c1b,mer_7c922cf571,buy_28995460c1,dev_a16dae3326,ip_09f00c1d3c,pi_0b4840a5e3,acct_4761857b44,regip_736c128297,259.28,success,2026-06-19T04:55:00,False,
txn_51394d9ca3,mer_ae4d605fe9,buy_52c79e871e,dev_a4d5289e9c,ip_2535b8e52c,pi_8711d1816e,acct_a50e0b3f07,regip_bb3c989c75,4444.4,success,2026-06-19T05:01:00,False,
txn_66d13aba06,mer_76ad146476,buy_c19e165ff7,dev_ed32dcd4eb,ip_d1201a7979,pi_b29ccd3a5e,acct_3c3a26801b,regip_ad103849e5,4227.38,success,2026-06-19T05:12:00,False,
txn_3219827208,mer_ab845415ac,buy_01cacc601f,dev_f5033f4054,ip_b18274d889,pi_ec4c30229d,acct_2410c16005,regip_d1b83d0557,295.03,success,2026-06-19T05:16:00,False,
txn_098678faa6,mer_aa99dbcf79,buy_ab6eb7df5d,dev_7cea684982,ip_cf0e5a33f2,pi_ccf7a28278,acct_f99b8dffa6,regip_86877a92bc,190.86,success,2026-06-19T05:37:00,False,
txn_a2b0a9221d,mer_229bd81191,buy_e6f65312c1,dev_21d781809a,ip_6460a48303,pi_0b2d237d2f,acct_712a320f3c,regip_122b4b4c92,4987.26,success,2026-06-19T05:50:00,False,
txn_76b1a2271c,mer_df6e5ebd31,buy_1a4cbab4d6,dev_b4029e3259,ip_2d0bda71b9,pi_c9d3a98886,acct_e5b145e10d,regip_dfdfc14f22,369.5,success,2026-06-19T06:03:00,False,
txn_11d06c23db,mer_0605bc584e,buy_973b05050a,dev_1991979644,ip_d0b6281b34,pi_56b7e74774,acct_44f9e815f7,regip_c3eb3b7a3a,1028.47,success,2026-06-19T06:08:00,False,
txn_d56c8d550b,mer_4782341a24,buy_f97317cd27,dev_3de380cd64,ip_03d51bfdd2,pi_d208cd2488,acct_9d6873aa95,regip_f04cb7a2c6,460.17,success,2026-06-19T06:12:00,False,
txn_b96a6e8e02,mer_f392394822,buy_1696423089,dev_eb73b0247f,ip_22a68be69b,pi_1784974353,acct_75d2244d75,regip_202a4f517c,261.45,success,2026-06-19T06:15:00,False,
txn_79c1a12d81,mer_73e0486ca9,buy_a6024abec5,dev_286f7728b7,ip_46fec222ad,pi_c8b80e9f6c,acct_ee00d7a410,regip_cb38df3432,145.81,success,2026-06-19T06:25:00,False,
txn_1f30036a8a,mer_6e911d7711,buy_895bfbf838,dev_23cfcc084c,ip_135b96d415,pi_49548520f8,acct_8b978611b0,regip_70c322f77b,703.81,success,2026-06-19T06:30:00,False,
txn_255e874dfa,mer_8b9707b4e4,buy_3138a24e23,dev_531c074c33,ip_357654768a,pi_b5b317f37c,acct_3dbe4019b5,regip_79b97e854d,650.13,success,2026-06-19T06:37:00,False,
txn_16963315d7,mer_2839b87f59,buy_c9e44a494b,dev_fe4a488b28,ip_d05004f573,pi_cb421a8664,acct_9999608301,regip_1eb2cdc622,186.82,failed,2026-06-19T06:40:00,False,
txn_9ec9411b24,mer_fb5cb0f403,buy_eaa6abe583,dev_346c849036,ip_f8c9ef0389,pi_6cee00071e,acct_25d87190ce,regip_d58d3781d9,487.01,success,2026-06-19T06:44:00,False,
txn_01062e94c4,mer_7c4440b836,buy_971e046606,dev_3dde78d8dd,ip_d05e034c87,pi_88fb911107,acct_490f1fe0ff,regip_9cb3e27bb2,871.12,success,2026-06-19T06:47:00,False,
txn_e0ea243940,mer_965d1171d9,buy_5508329c6c,dev_140de21d51,ip_f02c9b8420,pi_2a6db388ef,acct_d7a88f7889,regip_04de33b5b1,1901.75,success,2026-06-19T06:49:00,False,
txn_a3074bb95c,mer_55091cb66d,buy_34b545882a,dev_c1ebd22072,ip_dc2c6322a9,pi_4164b6e40b,acct_faa19174ec,regip_2272f48377,123.64,success,2026-06-19T06:54:00,False,
txn_9a9b5e4923,mer_d7b686ad8a,buy_5e44934f5e,dev_576c05f24a,ip_ac76607fae,pi_379cebd228,acct_976b46fbf9,regip_675a503d6d,263.96,success,2026-06-19T07:00:00,False,
txn_8229bc1da4,mer_31cb9d6625,buy_6af7c1287d,dev_f9ba9d49d7,ip_35c253abfe,pi_9a7455a237,acct_f036b4afd8,regip_94093dab69,2340.99,success,2026-06-19T07:11:00,False,
txn_6994f6c32c,mer_7636c42df1,buy_c73f3aea8a,dev_8398f13314,ip_e77b1e53bc,pi_8188663165,acct_32f3db400a,regip_1b6cf1b178,330.43,success,2026-06-19T07:14:00,False,
txn_6868500ffa,mer_4f30d2d595,buy_ba9b5800da,dev_595fa5a4fe,ip_3218bff3e4,pi_6abcf694a7,acct_6013b35992,regip_f445a66477,993.65,success,2026-06-19T07:39:00,False,
txn_2d20b0baf5,mer_fad73b0ec6,buy_47ff0f8358,dev_f5286b5a80,ip_c0dfd4a650,pi_eb0717862b,acct_c82b7fb9af,regip_ab0ea95c1f,1150.65,success,2026-06-19T07:43:00,False,
txn_825bfe517c,mer_b7d1d38277,buy_e46a7ff5b0,dev_5af3e0cd82,ip_b641686ec6,pi_e411fcf78d,acct_8033e38691,regip_04fe7f0aeb,102.46,success,2026-06-19T07:54:00,False,
txn_e18dc3ccb0,mer_f5774a885d,buy_dd6d2d1432,dev_f4b0e6d013,ip_bfa206d929,pi_acd3dd486f,acct_0e4f9454fd,regip_c7422164cd,640.04,success,2026-06-19T08:00:00,False,
txn_f7000424ab,mer_8b9707b4e4,buy_6207c876a8,dev_94e4c34e70,ip_9e81456275,pi_c170d29901,acct_3dbe4019b5,regip_79b97e854d,11080.71,success,2026-06-19T08:23:00,False,
txn_4542527577,mer_17450789f0,buy_271e971134,dev_daedd935d9,ip_72ca03b0c8,pi_bdd33c0856,acct_0def988677,regip_e49890a2d1,110.02,success,2026-06-19T08:39:00,False,
txn_72386f281f,mer_731ce49c3f,buy_229a77b395,dev_6353c0f025,ip_72e91f2a79,pi_909782cd2b,acct_f5a8248376,regip_3a3b5c6d12,328.69,success,2026-06-19T08:46:00,False,
txn_0b76f5ac1a,mer_54b313eda1,buy_ee0abe77cc,dev_52113a7da6,ip_fdbfc3195a,pi_64a5deee52,acct_26afb4a28d,regip_95fe81483c,1607.88,success,2026-06-19T08:54:00,False,
txn_9c73219375,mer_f5774a885d,buy_e5c5bd7ac8,dev_8f0ee3df79,ip_a2b8f27bae,pi_2788666f67,acct_0e4f9454fd,regip_c7422164cd,1814.97,success,2026-06-19T09:05:00,False,
txn_f1d6a7687b,mer_d7b686ad8a,buy_2eaf0b6a1d,dev_2b4e5db06f,ip_e1bd78965d,pi_236526b4ef,acct_976b46fbf9,regip_675a503d6d,320.72,success,2026-06-19T09:07:00,False,
txn_ae602275f0,mer_a56d1a47e8,buy_6f46ff17e9,dev_a02ef0e80b,ip_4a53b19d26,pi_e5b8816259,acct_15b5f23ec6,regip_f14b592560,416.56,success,2026-06-19T09:09:00,False,
txn_bdc31d1326,mer_342c3c8719,buy_82ee5d2185,dev_184b09fa67,ip_bce6d3b732,pi_e5c58665a2,acct_5f66f73c5f,regip_308c118de8,514.37,success,2026-06-19T09:33:00,False,
txn_6740e6d5b6,mer_1340ad3952,buy_2b7b0ff47a,dev_0907462447,ip_38735ddd14,pi_938c728fab,acct_80582591c4,regip_f5e2443961,999.42,success,2026-06-19T09:37:00,False,
txn_9cbc8c2792,mer_47898b91ad,buy_184672bf18,dev_ddbbea1319,ip_2ec5df89a7,pi_eb54f756a0,acct_44ac179af4,regip_5f9f475150,720.32,success,2026-06-19T09:50:00,False,
txn_7d563c3589,mer_e7fc02c0d0,buy_3138a24e23,dev_531c074c33,ip_357654768a,pi_b5b317f37c,acct_c2e521ffaa,regip_b7b35134bd,1769.62,success,2026-06-19T09:55:00,False,
txn_36c20e46ef,mer_6610ebd681,buy_b7bb6b611b,dev_8008baea2b,ip_b2220fe3dd,pi_66c540f322,acct_5c42904a4b,regip_2e6afb2fad,302.25,success,2026-06-19T10:05:00,False,
txn_213e22dcdd,mer_b638717779,buy_052f210c79,dev_83c8f3a8a8,ip_f4754a8bbc,pi_a557b9c137,acct_54109de3d9,regip_36583c4b0d,1004.53,success,2026-06-19T10:06:00,False,
txn_c6d9985e04,mer_1340ad3952,buy_61df0fe0ab,dev_ad422b0431,ip_2eca38d9d2,pi_0e484988d2,acct_80582591c4,regip_f5e2443961,1557.17,success,2026-06-19T10:25:00,False,
txn_4155c43c8d,mer_a56d1a47e8,buy_7a872c3bb7,dev_080d1fffb9,ip_23dfa6abe9,pi_05cb7c769b,acct_15b5f23ec6,regip_f14b592560,1445.84,success,2026-06-19T10:25:00,False,
txn_7e51b30e99,mer_7eefe5a6ac,buy_a63052c4d8,dev_c17c59a018,ip_9b0b7a792d,pi_afa44c33a9,acct_d94f6d54ce,regip_770595c74c,212.66,success,2026-06-19T10:28:00,False,
txn_f0edc7f73a,mer_8daf111341,buy_37f3fceb37,dev_26b1681694,ip_d902f5da0b,pi_49eec613ea,acct_e68cade9a2,regip_ac7d0aedc0,370.92,success,2026-06-19T10:31:00,False,
txn_3033b8c017,mer_52cc283228,buy_6d2504b262,dev_c18e321995,ip_71a10b3898,pi_86ce4ad880,acct_e01c269163,regip_1015aacb04,183.02,success,2026-06-19T10:35:00,False,
txn_15d87bd001,mer_80e00f825a,buy_f5834cdbff,dev_b30b63ff88,ip_ee0aab1a94,pi_71993fb7fc,acct_99c1dd86f7,regip_5c4413d5f5,1042.37,success,2026-06-19T10:39:00,False,
txn_6ffb749b94,mer_aa807865ac,buy_014aa5c16d,dev_d58f6e7b8d,ip_9c20508529,pi_8f1c05235d,acct_853e61beea,regip_9633e21a48,156.04,failed,2026-06-19T10:54:00,False,
txn_1ff221254b,mer_812818afad,buy_1ad8a9d249,dev_3ff7d8d4eb,ip_1f9c11186b,pi_054b17fcf0,acct_28bf0b0533,regip_d7c93d69f2,675.57,success,2026-06-19T11:01:00,False,
txn_ce112984f7,mer_b913170f78,buy_bb55160ded,dev_ee1d253a03,ip_7002c90b55,pi_8f16b9c609,acct_2438977cb0,regip_8c90010e6f,302.66,success,2026-06-19T11:05:00,False,
txn_74aea4da14,mer_c6fe8174eb,buy_5962ba5f7b,dev_3bf1ee76ee,ip_6bf0d92d7d,pi_d782c144b9,acct_11be779d6b,regip_eaf0bb73a3,117.63,success,2026-06-19T11:08:00,False,
txn_f8ca1693c7,mer_873f7f6a15,buy_6d2504b262,dev_c18e321995,ip_71a10b3898,pi_86ce4ad880,acct_e6db8a0000,regip_450c317f96,2855.31,success,2026-06-19T11:12:00,False,
txn_e7b170e09c,mer_905f5ce2a7,buy_9430955a71,dev_8ad1f8b0b4,ip_3f5a886c22,pi_382b9ef187,acct_fc5b69ac63,regip_68dde8339f,400.82,success,2026-06-19T11:27:00,False,
txn_b86291703d,mer_0c4a5d0c71,buy_f88f2b22a2,dev_fcba79ee5a,ip_57346692f1,pi_400a2c5971,acct_0dfd19e915,regip_8258c744f3,677.5,success,2026-06-19T11:56:00,False,
txn_df3524b2f8,mer_229bd81191,buy_50426d7c9e,dev_4d20fa8632,ip_4367f55889,pi_ce2c633160,acct_712a320f3c,regip_122b4b4c92,2098.3,success,2026-06-19T12:03:00,False,
txn_fb0156cfaa,mer_fa24d14842,buy_1138ba29e4,dev_ea6c6a10e5,ip_d326c1bd05,pi_e9d44dafee,acct_89f2b3320f,regip_b8a24bb811,701.35,success,2026-06-19T12:15:00,False,
txn_5938af9b53,mer_aa99dbcf79,buy_89865c9b23,dev_73b9073a0a,ip_0f4a0234f1,pi_020875234b,acct_f99b8dffa6,regip_86877a92bc,306.52,failed,2026-06-19T12:38:00,False,
txn_02ea0817f9,mer_02230b3651,buy_fb7056327a,dev_f3cfc00596,ip_0d61a1b229,pi_88850851fa,acct_e9616feeb8,regip_7a90e2d169,615.68,success,2026-06-19T12:40:00,False,
txn_8d3259fe47,mer_6610ebd681,buy_377bc709de,dev_6a2a1b8e69,ip_a94b5a1aa7,pi_5d298f823f,acct_5c42904a4b,regip_2e6afb2fad,1844.08,failed,2026-06-19T12:48:00,False,
txn_475932ee8d,mer_3a8ebb6a26,buy_2457b60b7c,dev_a1f3177e7c,ip_dde67b8977,pi_748e40f161,acct_431e737ead,regip_e9c5e0012b,861.84,success,2026-06-19T12:49:00,False,
txn_ab0c6edf3f,mer_60b6d93435,buy_036c93c401,dev_0cbf0c8c61,ip_7467f99265,pi_b9130ce2c7,acct_9f9cb13748,regip_3b79eca2df,255.41,success,2026-06-19T12:50:00,False,
txn_6adf1fc104,mer_712b7dca5b,buy_e5361cf6af,dev_3501fc1915,ip_fafbfc327f,pi_53690b2d48,acct_f4ca1b2c67,regip_7dc314af8b,937.52,success,2026-06-19T12:51:00,False,
txn_c66b4c99fa,mer_aa807865ac,buy_1ab3609716,dev_90e39ded8a,ip_a3c79c6927,pi_e02ea01acb,acct_853e61beea,regip_9633e21a48,651.49,success,2026-06-19T13:02:00,False,
txn_3eca0a44b4,mer_6c761287b1,buy_6f6471a31e,dev_94596d55f8,ip_f1842f5a5e,pi_97ccad6f15,acct_8422090eff,regip_1c88566552,654.01,success,2026-06-19T13:03:00,False,
txn_df3294b2a5,mer_dfef18b8b0,buy_11b947424c,dev_21a167653e,ip_092ed5045d,pi_096890a202,acct_017823ad81,regip_62ce2e717f,572.72,success,2026-06-19T13:40:00,False,
txn_e2b86ba845,mer_ab845415ac,buy_dc20b79b6f,dev_3f6c1c9301,ip_78dcbec8e3,pi_6db4f6e405,acct_2410c16005,regip_d1b83d0557,401.06,success,2026-06-19T13:42:00,False,
txn_45afde4ac3,mer_007aa3985c,buy_f3f6a839ee,dev_f5601a53c1,ip_909b898a84,pi_b9e72af28c,acct_7c8f38d29e,regip_f3aeeff2c2,1369.53,success,2026-06-19T14:08:00,False,
